nom;id;url;daily_price;weekly_price;description;title_nl;text_nl
MONTE-PERSONNES / MONTE-CHARGE GPV 500S;13213.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/monte-personnes-charges/monte-personnes-monte-charge-gpv-500s;p.s.d.;p.s.d.;Les monte-personnes / monte-charge doivent répondre, au propre comme au figuré, aux exigences les plus élevées. Boels Elévateurs de chantier a la solution qu'il vous faut : fiable, sécurisée et de qualité. Capacité de levage de 500 à 1.500 kg. Installation possible contre des bâtiments, échafaudages et cages d'ascenseur. En résumé, dans de nombreux environnements de travail. Nos spécialistes s'occupent du transport, du montage et du démontage durant le processus de construction.;PERSONEN- / GOEDERENLIFTEN GPV 500S;Personen-/goederenliften moeten letterlijk en figuurlijk aan de hoogste eisen voldoen. Of het nu gaat om betrouwbaarheid, kwaliteit of veiligheid, Boels Bouwliften biedt u de juiste lift. Met een capaciteit tussen de 500 en 1500 kg. Op te stellen tegen gebouwen, steigers en in liftschachten. Kortom, in vele werksituaties. Ons specialistisch personeel zorgt voor transport, montage en demontage tijdens het bouwproces.Snel, veilig en betrouwbaar transport van goederen en personenMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnen
MONTE-PERSONNES / MONTE-CHARGES GEDA 500 Z/ZP;13200.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/monte-personnes-charges/monte-personnes-monte-charges-geda-500-zzp;p.s.d.;p.s.d.;Les monte-personnes / monte-charge doivent répondre, au propre comme au figuré, aux exigences les plus élevées. Boels Elévateurs de chantier a la solution qu'il vous faut : fiable, sécurisée et de qualité. Capacité de levage de 500 à 1.500 kg. Installation possible contre des bâtiments, échafaudages et cages d'ascenseur. En résumé, dans de nombreux environnements de travail. Nos spécialistes s'occupent du transport, du montage et du démontage durant le processus de construction.;PERSONEN- / GOEDERENLIFT GEDA 500 Z/ZP;Personen-/goederenliften moeten letterlijk en figuurlijk aan de hoogste eisen voldoen. Of het nu gaat om betrouwbaarheid, kwaliteit of veiligheid, Boels Bouwliften biedt u de juiste lift. Met een capaciteit tussen de 500 en 1500 kg. Op te stellen tegen gebouwen, steigers en in liftschachten. Kortom, in vele werksituaties. Ons specialistisch personeel zorgt voor transport, montage en demontage tijdens het bouwproces.Snel, veilig en betrouwbaar transport van goederen en personenMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnen
MONTE-PERSONNES / MONTE-CHARGES 500 Z/ZP SL;13261.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/monte-personnes-charges/monte-personnes-monte-charges-500-zzp-sl;p.s.d.;p.s.d.;Les monte-personnes / monte-charge doivent répondre, au propre comme au figuré, aux exigences les plus élevées. Boels Elévateurs de chantier a la solution qu'il vous faut : fiable, sécurisée et de qualité. Capacité de levage de 500 à 1.500 kg. Installation possible contre des bâtiments, échafaudages et cages d'ascenseur. En résumé, dans de nombreux environnements de travail. Nos spécialistes s'occupent du transport, du montage et du démontage durant le processus de construction.Transport rapide, sÇ¯r et fiable des marchandises et des personnesAvec diverses précautions sécuritairesConforme aux directives européennes;PERSONEN- / GOEDERENLIFT 500 Z/ZP SL;Personen-/goederenliften moeten letterlijk en figuurlijk aan de hoogste eisen voldoen. Of het nu gaat om betrouwbaarheid, kwaliteit of veiligheid, Boels Bouwliften biedt u de juiste lift. Met een capaciteit tussen de 500 en 1500 kg. Op te stellen tegen gebouwen, steigers en in liftschachten. Kortom, in vele werksituaties. Ons specialistisch personeel zorgt voor transport, montage en demontage tijdens het bouwproces.
MONTE-PERSONNES / MONTE-CHARGES GEDA 500 Z/ZP;13200.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/echafaudages-de-transport/monte-personnes-monte-charges-geda-500-zzp;p.s.d.;p.s.d.;Les monte-personnes / monte-charge doivent répondre, au propre comme au figuré, aux exigences les plus élevées. Boels Elévateurs de chantier a la solution qu'il vous faut : fiable, sécurisée et de qualité. Capacité de levage de 500 à 1.500 kg. Installation possible contre des bâtiments, échafaudages et cages d'ascenseur. En résumé, dans de nombreux environnements de travail. Nos spécialistes s'occupent du transport, du montage et du démontage durant le processus de construction.Transport rapide, sÇ¯r et fiable des marchandises et des personnesAvec diverses précautions sécuritairesConforme aux directives européennes;PERSONEN- / GOEDERENLIFT GEDA 500 Z/ZP;Personen-/goederenliften moeten letterlijk en figuurlijk aan de hoogste eisen voldoen. Of het nu gaat om betrouwbaarheid, kwaliteit of veiligheid, Boels Bouwliften biedt u de juiste lift. Met een capaciteit tussen de 500 en 1500 kg. Op te stellen tegen gebouwen, steigers en in liftschachten. Kortom, in vele werksituaties. Ons specialistisch personeel zorgt voor transport, montage en demontage tijdens het bouwproces.Snel, veilig en betrouwbaar transport van goederen en personenMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnen
ECHAFAUDAGE DE TRANSPORT GEDA 1200 Z/ZP C;13270.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/echafaudages-de-transport/echafaudage-de-transport-geda-1200-zzp-c;p.s.d.;p.s.d.;SÇ¯r et rapideAvec diverses précautions sécuritairesConforme aux directives européennesCÇïté face au mât peut être ouvert complètement;TRANSPORTSTEIGER GEDA 1200 Z/ZP C;Veilig en snelMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnenZijde tegenover mast volledig te openen
MONTE-PERSONNES / MONTE-CHARGES 500 Z/ZP SL;13261.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/echafaudages-de-transport/monte-personnes-monte-charges-500-zzp-sl;p.s.d.;p.s.d.;Les monte-personnes / monte-charge doivent répondre, au propre comme au figuré, aux exigences les plus élevées. Boels Elévateurs de chantier a la solution qu'il vous faut : fiable, sécurisée et de qualité. Capacité de levage de 500 à 1.500 kg. Installation possible contre des bâtiments, échafaudages et cages d'ascenseur. En résumé, dans de nombreux environnements de travail. Nos spécialistes s'occupent du transport, du montage et du démontage durant le processus de construction.;PERSONEN- / GOEDERENLIFT 500 Z/ZP SL;Personen-/goederenliften moeten letterlijk en figuurlijk aan de hoogste eisen voldoen. Of het nu gaat om betrouwbaarheid, kwaliteit of veiligheid, Boels Bouwliften biedt u de juiste lift. Met een capaciteit tussen de 500 en 1500 kg. Op te stellen tegen gebouwen, steigers en in liftschachten. Kortom, in vele werksituaties. Ons specialistisch personeel zorgt voor transport, montage en demontage tijdens het bouwproces.Snel, veilig en betrouwbaar transport van goederen en personenMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnen
ECHAFAUDAGE DE TRANSPORT GEDA 1500 Z/ZP BS;13256.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/echafaudages-de-transport/echafaudage-de-transport-geda-1500-zzp-bs;p.s.d.;p.s.d.;SÇ¯r et rapideAvec diverses précautions sécuritairesConforme aux directives européenneségalement disponible avec une longueur de plateforme de 4,15 m et une puissance de levage de 1 200 kg;TRANSPORTSTEIGER GEDA 1500 Z/ZP BS;Veilig en snelMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnenOok verkrijgbaar in platformlengte 4,15 m en 1.200 kg hefvermogen
ECHAFAUDAGE DE TRANSPORT GEDA 1500 Z/ZP F/G;13212.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/echafaudages-de-transport/echafaudage-de-transport-geda-1500-zzp-fg;p.s.d.;p.s.d.;SÇ¯r et rapideAvec diverses précautions sécuritairesConforme aux directives européennes;TRANSPORTSTEIGER GEDA 1500 Z/ZP F/G;Veilig en snelMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnen
MONTE-CHARGES Ç? CRÇ?MAILLÇ?RE 200Z;13244.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/ascenseurs-a-cremaillere/monte-charges-a-cremaillere-200z;p.s.d.;p.s.d.;Vous souhaitez amener vos outils, échafaudages et matériaux de construction à la bonne hauteur, rapidement et en toute sécurité ? Avec nos ascenseurs à cliquet d'arrêt vos matériaux et votre matériel se trouveront à la hauteur souhaitée en un rien de temps. Convient aux projets de construction et industriels. Nés d'une réflexion logistique et ergonomique. Pour tout ce que vous voulez avoir rapidement en haut. Nos spécialistes s'occupent du transport, du montage et du démontage.Transport rapide et fiable de matériauxAvec diverses précautions sécuritairesConforme aux directives européennes;TANDHEUGELLIFT 200Z;Gereedschappen, steiger- en bouwmateriaal snel, veilig en betrouwbaar naar de juiste hoogte? Met onze tandheugelliften is uw materiaal en materieel in een mum van tijd waar het moet zijn. Geschikt voor projecten in bouw en industrie. Logistiek en ergonomisch doordacht. Voor alles wat u snel boven wilt hebben.Ons gespecialiseerde personeel zorgt voor transport, montage en demontage.Snel en betrouwbaar transporteren van materialenMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnen
MONTE-CHARGES Ç? CRÇ?MAILLÇ?RE 300Z;13247.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/ascenseurs-a-cremaillere/monte-charges-a-cremaillere-300z;p.s.d.;p.s.d.;Vous souhaitez amener vos outils, échafaudages et matériaux de construction à la bonne hauteur, rapidement et en toute sécurité ? Avec nos ascenseurs à cliquet d'arrêt vos matériaux et votre matériel se trouveront à la hauteur souhaitée en un rien de temps. Convient aux projets de construction et industriels. Nés d'une réflexion logistique et ergonomique. Pour tout ce que vous voulez avoir rapidement en haut. Nos spécialistes s'occupent du transport, du montage et du démontage.Transport rapide et fiable de matériauxAvec diverses précautions sécuritairesConforme aux directives européennes;TANDHEUGELLIFT 300Z;Gereedschappen, steiger- en bouwmateriaal snel, veilig en betrouwbaar naar de juiste hoogte? Met onze tandheugelliften is uw materiaal en materieel in een mum van tijd waar het moet zijn. Geschikt voor projecten in bouw en industrie. Logistiek en ergonomisch doordacht. Voor alles wat u snel boven wilt hebben.Ons gespecialiseerde personeel zorgt voor transport, montage en demontage.Snel en betrouwbaar transporteren van materialenMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnen
MONTE-CHARGES Ç? CRÇ?MAILLÇ?RE AT 50;12003.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/ascenseurs-a-cremaillere/monte-charges-a-cremaillere-at-50;p.s.d.;p.s.d.;Vous souhaitez amener vos outils, échafaudages et matériaux de construction à la bonne hauteur, rapidement et en toute sécurité ? Avec nos ascenseurs à cliquet d'arrêt vos matériaux et votre matériel se trouveront à la hauteur souhaitée en un rien de temps. Convient aux projets de construction et industriels. Nés d'une réflexion logistique et ergonomique. Pour tout ce que vous voulez avoir rapidement en haut. Nos spécialistes s'occupent du transport, du montage et du démontage.;TANDHEUGELLIFT AT 50;Gereedschappen, steiger- en bouwmateriaal snel, veilig en betrouwbaar naar de juiste hoogte? Met onze tandheugelliften is uw materiaal en materieel in een mum van tijd waar het moet zijn. Geschikt voor projecten in bouw en industrie. Logistiek en ergonomisch doordacht. Voor alles wat u snel boven wilt hebben.Ons gespecialiseerde personeel zorgt voor transport, montage en demontage.Snel en betrouwbaar transporteren van materialenMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnen
MONTE-CHARGES Ç? CRÇ?MAILLÇ?RE GL 500;13208.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/ascenseurs-a-cremaillere/monte-charges-a-cremaillere-gl-500;p.s.d.;p.s.d.;Vous souhaitez amener vos outils, échafaudages et matériaux de construction à la bonne hauteur, rapidement et en toute sécurité ? Avec nos ascenseurs à cliquet d'arrêt vos matériaux et votre matériel se trouveront à la hauteur souhaitée en un rien de temps. Convient aux projets de construction et industriels. Nés d'une réflexion logistique et ergonomique. Pour tout ce que vous voulez avoir rapidement en haut. Nos spécialistes s'occupent du transport, du montage et du démontage.;TANDHEUGELLIFT GL 500;Gereedschappen, steiger- en bouwmateriaal snel, veilig en betrouwbaar naar de juiste hoogte? Met onze tandheugelliften is uw materiaal en materieel in een mum van tijd waar het moet zijn. Geschikt voor projecten in bouw en industrie. Logistiek en ergonomisch doordacht. Voor alles wat u snel boven wilt hebben.Ons gespecialiseerde personeel zorgt voor transport, montage en demontage.Snel en betrouwbaar transporteren van materialenMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnen
MONTE-CHARGES Ç? CRÇ?MAILLÇ?RE GL 500S;13204.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/ascenseurs-a-cremaillere/monte-charges-a-cremaillere-gl-500s;p.s.d.;p.s.d.;Vous souhaitez amener vos outils, échafaudages et matériaux de construction à la bonne hauteur, rapidement et en toute sécurité ? Avec nos ascenseurs à cliquet d'arrêt vos matériaux et votre matériel se trouveront à la hauteur souhaitée en un rien de temps. Convient aux projets de construction et industriels. Nés d'une réflexion logistique et ergonomique. Pour tout ce que vous voulez avoir rapidement en haut. Nos spécialistes s'occupent du transport, du montage et du démontage.Transport rapide et fiable de matériauxAvec diverses précautions sécuritairesConforme aux directives européennes;TANDHEUGELLIFT GL 500S;Gereedschappen, steiger- en bouwmateriaal snel, veilig en betrouwbaar naar de juiste hoogte? Met onze tandheugelliften is uw materiaal en materieel in een mum van tijd waar het moet zijn. Geschikt voor projecten in bouw en industrie. Logistiek en ergonomisch doordacht. Voor alles wat u snel boven wilt hebben.Ons gespecialiseerde personeel zorgt voor transport, montage en demontage.Snel en betrouwbaar transporteren van materialenMet meervoudige veiligheidsvoorzieningenVoldoet aan Europese richtlijnen
Ç?LÇ?VATEUR Ç? CÇ?BLE D'ACIER;12076.0;https://www.boels.be/fr/louer/elevateurs-de-chantier/elevateurs-a-cables-dacier/elevateur-a-cable-dacier;127,05; ;Ç?lévateurs à câble d'acier pour la construction et la rénovation. Raccordement sur 230 et 400 volts. Montage et démontage aisé et rapide et avec sortie supérieure et inférieure et protection antichute lâche. Bref, une fois de plus, nous avons pensé à tout.;STAALDRAADLIFT;Staaldraadlift voor woningbouw en renovatie. Aansluitbaar op 230 en 400 volt. Eenvoudige en snelle montage en demontage en voorzien van boven- en onderafslag en slappe-kabelbeveiliging. Kortom, ook hier is aan alles gedacht.Eenvoudige en snelle montage en demontageVoorzien van boven- en onderafslag en slappe kabelbeveiligingPlatform aan 3 zijden voorzien van zeer degelijk hekwerkConform richtlijnen om valgevaar te voorkomen
GROUPE Ç?LECTROGÇ?NE 2 KVA;14936.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-2-kva;p.s.d.;p.s.d.;Groupe électrogène pratiquement silencieux et protégé contre les surcharges (pic de tension).Très silencieux, stabilisé et avec compteurs horaires;STROOMAGGREGAAT 2 KVA;Stroomaggregaat dat erg stil is en beveiligd is tegen overbelasting (piekspanning).Super silent, gestabiliseerd en voorzien van urentellers
GROUPE Ç?LECTROGÇ?NE 3 KVA;14937.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-3-kva;47,19;188,76;Groupe électrogène pratiquement silencieux et protégé contre les surcharges (pic de tension).Avec contrÇïle d'isolationTrès silencieux, stabilisé et avec compteurs horaires;STROOMAGGREGAAT 3 KVA;Stroomaggregaat dat erg stil is en beveiligd is tegen overbelasting (piekspanning).Voorzien van isolatiebewakingSuper silent, gestabiliseerd en voorzien van urentellers
GROUPE Ç?LECTROGÇ?NE 3,6 KVA RA;11602.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-36-kva-ra;50,82;127,05;Générateurs compacts et très légers. Parfaits pour assurer l'alimentation électrique pour le jardin, camping, bateau, éclairage, machines de chantier et chariots de carnaval.;STROOMAGGREGAAT 3.6 KVA RA;Compacte en zeer lichte stroomaggregaat. Uitermate geschikte stroomvoorziening voor tuin, camper, boot, marktkramen, verlichting, bouwmachines en paradewagens.
GROUPE Ç?LECTROGÇ?NE 3,6 KVA PA;11635.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-36-kva-pa;50,82;127,05;Générateurs compacts et très légers. Parfaits pour assurer l'alimentation électrique pour le jardin, camping, bateau, éclairage, machines de chantier et chariots de carnaval.;STROOMAGGREGAAT 3.6 KVA PA;Compacte en zeer lichte stroomaggregaat. Uitermate geschikte stroomvoorziening voor tuin, camper, boot, marktkramen, verlichting, bouwmachines en paradewagens.
GROUPE Ç?LECTROGÇ?NE 4 KVA;;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-4-kva;p.s.d.;p.s.d.;Ces groupes électrogènes conviennent également pour une utilisation industrielle, professionnelle et agricole, ainsi que sur chantier. Le générateur est équipé d'un capot supplémentaire, protégeant le réservoir et les prises de manière optimale, même dans des conditions extrêmes sur chantier. Les moteurs 4 temps de Honda combinent une puissance fiable avec une longue durée de vie, et démarrent sans problème. Cet appareil ne doit pas être mis à la terre. Il est de ce fait facile à transporter et rapidement prêt à l'emploi. La construction compacte et basse facilite le transport et le stockage.;;
GROUPE Ç?LECTROGÇ?NE 6,5 KVA RA;11603.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-65-kva-ra;60,5;151,25;Générateurs compacts et très légers. Parfaits pour assurer l'alimentation électrique pour le jardin, camping, bateau, éclairage, machines de chantier et chariots de carnaval.;STROOMAGGREGAAT 6,5 KVA RA;Compacte en zeer lichte stroomaggregaat. Uitermate geschikte stroomvoorziening voor tuin, camper, boot, marktkramen, verlichting, bouwmachines en paradewagens.
GROUPE Ç?LECTROGÇ?NE 6,5 KVA PA;11636.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-65-kva-pa;60,5;151,25;Générateurs compacts et très légers. Parfaits pour assurer l'alimentation électrique pour le jardin, camping, bateau, éclairage, machines de chantier et chariots de carnaval.;STROOMAGGREGAAT 6,5 KVA PA;Compacte en zeer lichte stroomaggregaat. Uitermate geschikte stroomvoorziening voor tuin, camper, boot, marktkramen, verlichting, bouwmachines en paradewagens.
GROUPE Ç?LECTROGÇ?NE 10 KVA;11620.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-10-kva;104,06;260,15;Groupe électrogène à faible niveau sonore entre 10 et 30 kVA. Utilisable pour des évènements, des tentes pour évènements, chantiers, chariots de carnaval, etc.Autonome sans raccordement pour réservoir à carburant externe;STROOMAGGREGAAT 10 KVA;Geluidgedempt stroomaggregaat tussen 10 en 30 kVA. Inzetbaar voor evenementen, feesttenten, bouwplaatsen, paradewagens etc.Stand alone zonder externe brandstoftankaansluiting
GROUPE Ç?LECTROGÇ?NE 12 KVA;;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-12-kva-1;p.s.d.;p.s.d.;Ce générateur est un appareil triphasé professionnel et portable, idéal pour une utilisation sur chantier, lors de travaux routiers, au bureau ou à la maison. Conçu pour alimenter des appareils nécessitant des paramètres d'alimentation stables. Ils sont utilisés pour alimenter des postes de soudure, des outils électriques, des machines électriques, des pompes ou des luminaires en électricité. Ce générateur peut fonctionner avec toutes les charges triphasées. La capacité du réservoir de carburant permet un fonctionnement continu pendant 5,7 heures, sans devoir faire le plein.;;
GROUPE Ç?LECTROGÇ?NE 12 KVA;84179.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-12-kva;p.s.d.;p.s.d.;;STROOMAGGREGAAT 12 KVA;
GROUPE Ç?LECTROGÇ?NE 16 KVA;;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-16-kva;p.s.d.;p.s.d.;Boels loue un grand nombre de groupes électrogènes. Comme ce générateur de 16 kVA. Ils peuvent être utilisés sur des chantiers, lors d'événements, etc.ONE CALL 070-22 28 18 ( 0,15 p/min.);;
GROUPE Ç?LECTROGÇ?NE 20 KVA;84101.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-20-kva-1;p.s.d.;p.s.d.;Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours)équipé d'une très grande citerneSuper silencieuxVersion 60 Hz possible sur demande;STROOMAGGREGAAT 20 KVA;Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerd (elektronische toerenregeling)Uitgerust met extra grote tankSuper silentUitvoering 60 Hz op aanvraag mogelijk
GROUPE Ç?LECTROGÇ?NE 20 KVA;11604.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-20-kva;121;302,5;Modèle industriel : fond étanche, stabiliséRaccordement pour réservoir externe de carburantRaccordement pour bornier;STROOMAGGREGAAT 20 KVA;Industriële uitvoering: vloeistofdichte bodem, gestabiliseerdAansluiting externe brandstoftankKlemmenbord aansluiting
GROUPE Ç?LECTROGÇ?NE 30 KVA;84184.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-30-kva;p.s.d.;p.s.d.;;STROOMAGGREGAAT 30 KVA;
GROUPE Ç?LECTROGÇ?NE 30 KVA;;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-30-kva-1;p.s.d.;p.s.d.;ONE CALL 070-22 28 18 ( 0,15 p/min.);;
GROUPE Ç?LECTROGÇ?NE 35 KVA;84117.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-35-kva;p.s.d.;p.s.d.;Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours)Super silencieuxConvient pour la prise en charge secteur et la gestion de la puissanceVersion 60 Hz possible sur demande;STROOMAGGREGAAT 35 KVA;Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerd (elektronische toerenregeling)Super silentGeschikt voor netovername en Power ManagementUitvoering 60 Hz op aanvraag mogelijk
GROUPE Ç?LECTROGÇ?NE 40 KVA;11637.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-40-kva;p.s.d.;p.s.d.;Large gamme de groupes électrogènes à faible niveau sonore entre 40 et 100 kVA. Utilisables pour les évènements, les tentes d'évènements, les chantiers, l'industrie, les hÇïpitaux, les dispositif d'urgence, etc.;STROOMAGGREGAAT 40 KVA;Breed assortiment geluidgedempte stroomaggregaten tussen 40 en 100 kVA. Inzetbaar voor evenementen, feesttenten, bouwplaatsen, industrie, ziekenhuizen, noodvoorziening, etc.Industriële uitvoering: vloeistofdichte bodem, gestabiliseerdAansluiting externe brandstoftankKlemmenbord aansluiting
GROUPE Ç?LECTROGÇ?NE 60 KVA;84192.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-60-kva-2;p.s.d.;p.s.d.;;STROOMAGGREGAAT 60 KVA;
GROUPE Ç?LECTROGÇ?NE 60 KVA;11607.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-60-kva;p.s.d.;p.s.d.;Large gamme de groupes électrogènes à faible niveau sonore entre 40 et 100 kVA. Utilisables pour les évènements, les tentes d'évènements, les chantiers, l'industrie, les hÇïpitaux, les dispositif d'urgence, etc.;STROOMAGGREGAAT 60 KVA;Breed assortiment geluidgedempte stroomaggregaten tussen 40 en 100 kVA. Inzetbaar voor evenementen, feesttenten, bouwplaatsen, industrie, ziekenhuizen, noodvoorziening, etc.Aansluiting externe brandstoftankKlemmenbord aansluitingIndustriële uitvoering: vloeistofdichte bodem, gestabiliseerd
GROUPE Ç?LECTROGÇ?NE 60 KVA;84118.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-60-kva-1;p.s.d.;p.s.d.;Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours)Super silencieuxConvient pour la prise en charge secteur et la gestion de la puissanceVersion 60 Hz possible sur demande;STROOMAGGREGAAT 60 KVA;Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerd (elektronische toerenregeling)Super silentGeschikt voor netovername en Power ManagementUitvoering 60 Hz op aanvraag mogelijk
GROUPE Ç?LECTROGÇ?NE 80 KVA;;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-80-kva;p.s.d.;p.s.d.;Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours)Super silencieuxConvient pour la prise en charge secteur et la gestion de la puissanceVersion 60 Hz possible sur demandeONE CALL 070-22 28 18 ( 0,15 p/min.);;
GROUPE Ç?LECTROGÇ?NE 100 KVA;84105.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-100-kva-4;p.s.d.;p.s.d.;;STROOMAGGREGAAT 100 KVA;
GROUPE Ç?LECTROGÇ?NE 100 KVA;11616.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-100-kva-3;290,4;726;Outre toutes les options standards, ce générateur peut également se synchroniser avec d'autres générateurs pour obtenir un twinset ou un powerplant.Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours);STROOMAGGREGAAT 100 KVA;Deze generator heeft naast alle standaard opties ook de mogelijkheid tot synchroniseren met andere generatoren om zo een twinset of powerplant te creëren.Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerd (elektronische toerenregeling)
GROUPE Ç?LECTROGÇ?NE 100 KVA;84119.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-100-kva-1;p.s.d.;p.s.d.;Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours)Super silencieuxConvient pour la prise en charge secteur et la gestion de la puissanceVersion 60 Hz possible sur demande;STROOMAGGREGAAT 100 KVA;Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerd (elektronische toerenregeling)Super silentGeschikt voor netovername en Power ManagementUitvoering 60 Hz op aanvraag mogelijk
GROUPE Ç?LECTROGÇ?NE 100 KVA;84178.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-100-kva-2;p.s.d.;p.s.d.;;STROOMAGGREGAAT 100 KVA;
GROUPE Ç?LECTROGÇ?NE 100 KVA;11608.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-100-kva;p.s.d.;p.s.d.;Large gamme de groupes électrogènes à faible niveau sonore entre 40 et 100 kVA. Utilisables pour les évènements, les tentes d'évènements, les chantiers, l'industrie, les hÇïpitaux, les dispositif d'urgence, etc.Modèle industriel : pare-étincelles, fond étanche, stabiliséRaccordement pour réservoir externe de carburantLe prix est basé sur 8 heures de fonctionnement par jour et 40 heures/semaine et s'entend hors entretien, pour plus d'heures de fonctionnement une majoration est portée en compte;;
GROUPE Ç?LECTROGÇ?NE 150 KVA;84108.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-150-kva-3;p.s.d.;p.s.d.;;STROOMAGGREGAAT 150 KVA;
GROUPE Ç?LECTROGÇ?NE 150 KVA;11617.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-150-kva-1;423,5;1.058,75;Outre toutes les options standards, ce générateur peut également se synchroniser avec d'autres générateurs pour obtenir un twinset ou un powerplant.;STROOMAGGREGAAT 150 KVA;Deze generator heeft naast alle standaard opties ook de mogelijkheid tot synchroniseren met andere generatoren om zo een twinset of powerplant te creëren.
GROUPE Ç?LECTROGÇ?NE 150KVA;84120.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-150kva;p.s.d.;p.s.d.;Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours)Super silencieuxConvient pour la prise en charge secteur et la gestion de la puissanceVersion 60 Hz possible sur demande;STROOMAGGREGAAT 150KVA;Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerd (elektronische toerenregeling)Super silentGeschikt voor netovername en Power ManagementUitvoering 60 Hz op aanvraag mogelijk
